email_idx,latency_ms,label
745,37.4193,1
746,38.8338,0
747,37.9878,0
748,39.3184,0
749,37.9567,0
750,37.1627,0
751,39.4691,0
752,38.6259,0
753,37.5477,1
754,39.3655,0
755,41.2287,1
756,42.1037,1
757,37.0043,0
758,37.0402,1
759,41.5712,0
760,38.7956,0
761,39.5926,1
762,40.2356,0
763,40.9609,0
764,37.611,1
765,38.6603,0
766,38.4723,0
767,39.8474,0
768,40.4987,1
769,39.9677,0
770,39.2192,0
771,37.2663,0
772,39.1533,1
773,38.353,1
774,36.6141,0
775,35.9818,0
776,37.3385,0
777,39.8439,0
778,38.1183,0
779,39.5933,0
780,37.9139,0
781,36.3341,0
782,37.1287,0
783,37.6368,0
784,39.0672,1
785,40.28,0
786,37.9496,0
787,38.5171,0
788,38.6108,1
789,39.4146,0
790,38.658,0
791,38.7357,0
792,37.7142,0
793,38.9158,1
794,37.681,0
795,38.9042,0
796,36.3368,0
797,39.1546,0
798,36.5235,0
799,39.3255,0
800,38.7233,0
801,38.4934,1
802,41.6015,0
803,38.1041,0
804,36.977,0
805,38.846,1
806,36.4282,1
807,41.0185,1
808,39.8779,0
809,37.0139,0
810,43.595,0
811,39.1879,0
812,38.0795,1
813,39.739,0
814,38.9664,0
815,37.4902,0
816,39.8365,1
817,38.5993,0
818,37.3148,0
819,37.7876,0
820,41.3604,1
821,38.7643,1
822,40.2374,0
823,37.3612,0
824,38.5007,0
825,41.0799,1
826,40.6593,0
827,40.0921,0
828,38.5791,1
829,37.8413,1
830,40.0463,0
831,38.3318,0
832,37.434,1
833,40.7067,1
834,42.3994,0
835,40.5035,0
836,41.6724,0
837,40.3899,0
838,39.3826,0
839,41.8083,0
840,39.7147,0
841,39.115,0
842,38.4425,0
843,38.7876,0
844,37.9378,0
845,38.7883,0
846,38.4967,1
847,40.0164,0
848,41.7354,0
849,37.9388,0
850,41.6812,1
851,39.4715,0
852,37.814,0
853,39.1502,0
854,39.8208,0
855,36.4056,0
856,38.5754,0
857,38.9849,1
858,41.9604,1
859,45.1718,1
860,43.4202,0
861,43.0121,0
862,43.634,0
863,41.3402,0
864,39.6999,0
865,40.444,0
866,40.599,0
867,40.4412,0
868,42.9561,0
869,41.7823,0
870,42.3384,0
871,41.9096,1
872,43.022,0
873,44.6582,1
874,42.3139,0
875,52.7228,1
876,44.4498,0
877,44.8179,0
878,50.9373,1
879,52.1663,1
880,45.7608,0
881,38.4826,0
882,45.016,0
883,43.6941,1
884,40.1744,1
885,41.2578,0
886,41.5024,1
887,39.2859,0
888,39.2736,1
889,39.0722,0
890,39.8009,0
891,36.6493,1
892,38.4779,0
893,40.8745,0
894,38.6965,1
895,38.8305,0
896,37.1622,0
897,37.0722,0
898,39.6524,0
899,36.6565,0
900,38.9775,1
901,39.1722,0
902,38.9758,1
903,41.1839,1
904,38.8586,0
905,38.503,0
906,39.6357,0
907,42.5754,0
908,40.1028,0
909,40.5579,0
910,40.9499,0
911,38.3258,0
912,37.7037,0
913,41.8247,0
914,38.6643,0
915,40.0198,0
916,37.768,0
917,38.2933,0
918,39.4116,0
919,40.0599,0
920,38.5394,0
921,37.9734,0
922,39.8843,0
923,37.9031,1
924,37.2384,1
925,39.7059,1
926,38.8113,0
927,38.457,1
928,38.2478,0
929,37.6286,0
930,38.2381,0
931,38.8796,0
932,42.7021,1
933,40.9563,0
934,41.3436,0
935,42.7513,0
936,39.7819,0
937,37.7462,0
938,38.1991,1
939,39.3697,1
940,38.209,0
941,37.5605,1
942,43.5914,0
943,43.1596,0
944,42.1757,0
945,41.7203,0
946,38.1517,0
947,40.3878,0
948,42.9274,0
949,44.9298,1
950,43.1629,0
951,38.0911,0
952,38.061,1
953,38.9778,1
954,37.6789,0
955,37.9932,1
956,87.6935,0
957,76.538,0
958,42.017,0
959,42.5632,1
960,37.1898,0
961,39.0608,0
962,40.2622,0
963,37.6838,0
964,42.6995,0
